model,simID,reg.of.origin,w,alpha,beta,sigma_E,carry.cap,energy.gradient,max.K,num.of.bins,max.time,max.richness,replicate,disturb_frequency,temperate_disturb_intensity,tropical_disturb_intensity,specn.gradient,specn.factor,gamma
hs,7150,tropical,9.64544949,5.87E-05,3.31E-07,10.05846678,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7151,tropical,7.146449717,5.05E-06,0.001550998,6.660218785,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7152,tropical,6.571595388,2.36E-05,2.49E-07,1.564868178,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7153,tropical,4.287773191,2.80E-07,0.000387097,2.021137454,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7154,tropical,5.531314455,3.71E-07,0.00210421,4.283418559,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7155,tropical,6.004409726,1.87E-06,0.007812518,10.90600507,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7156,tropical,2.808663611,2.40E-08,1.76E-06,8.143653394,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7157,tropical,6.296306028,5.96E-08,1.33E-07,1.789741839,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7158,tropical,1.752757457,2.25E-06,1.30E-06,7.142164494,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7159,tropical,3.777559326,1.01E-05,4.07E-07,5.932336728,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7160,tropical,3.126995192,2.94E-05,8.44E-06,3.690976548,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7161,tropical,3.84790481,3.07E-07,2.64E-07,3.931108628,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7162,tropical,9.950941029,1.57E-05,2.59E-06,5.752783002,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7163,tropical,5.462353233,1.71E-08,6.81E-05,10.64078546,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7164,tropical,8.799848898,3.12E-06,4.39E-06,5.236321021,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7165,tropical,9.806190349,2.67E-07,0.00521643,9.440970958,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7166,tropical,5.131242095,2.25E-06,7.70E-06,10.53827351,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7167,tropical,1.638084805,4.52E-05,0.005842222,3.864735248,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7168,tropical,4.354874917,6.28E-08,2.32E-06,6.408493979,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7169,tropical,8.237259466,2.99E-07,0.000273307,6.813783179,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7170,tropical,4.376153335,4.85E-06,4.84E-07,3.562868944,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7171,tropical,7.304141225,1.18E-05,0.001124744,9.780839683,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7172,tropical,9.40614554,1.23E-06,0.000650165,9.823023876,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7173,tropical,9.561316647,2.05E-05,1.63E-05,10.87334685,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7174,tropical,4.91359281,1.28E-06,1.92E-05,2.016209011,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7175,tropical,4.804938856,1.02E-06,0.000252508,7.187750022,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7176,tropical,9.95445426,4.79E-07,2.35E-07,8.047337699,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7177,tropical,7.443157629,2.81E-07,0.000171059,2.485884308,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7178,tropical,8.410786487,3.12E-08,0.00089037,9.908105916,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7179,tropical,7.053034465,1.56E-07,1.31E-06,2.626703001,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7180,tropical,10.03081611,1.28E-07,1.60E-07,2.218664695,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7181,tropical,3.937301551,1.20E-05,8.38E-06,10.77556857,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7182,tropical,2.912601099,1.30E-05,5.25E-06,7.271102654,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7183,tropical,9.864509433,3.76E-08,1.71E-05,1.1919943,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7184,tropical,6.033394857,1.15E-06,8.59E-06,9.291641446,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7185,tropical,9.77057543,2.45E-06,0.003904717,10.98877475,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7186,tropical,2.891936224,1.06E-06,7.41E-07,9.680955162,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7187,tropical,8.581030524,3.50E-07,5.62E-07,4.969110749,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7188,tropical,8.244988927,5.06E-07,0.000116412,10.36241783,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7189,tropical,10.43724818,1.11E-08,1.22E-07,4.24772896,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7190,tropical,6.47646587,4.76E-05,2.14E-07,10.72447562,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7191,tropical,8.117438677,2.08E-08,0.000783782,6.625984538,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7192,tropical,4.889050998,1.07E-06,0.004767389,6.793290378,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7193,tropical,2.008731262,1.91E-05,1.09E-06,9.246903536,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7194,tropical,10.27302089,2.48E-06,0.000164708,2.984444775,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7195,tropical,3.832325003,4.97E-07,4.54E-06,7.18989635,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7196,tropical,6.905731588,1.73E-06,0.005985604,3.245646149,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7197,tropical,2.103606049,1.43E-05,0.001218837,1.252237301,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7198,tropical,9.405070321,4.69E-08,0.000502783,8.565051247,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7199,tropical,4.179636844,7.62E-05,1.30E-06,7.381569447,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7200,tropical,8.82851337,7.83E-07,1.69E-07,1.57868913,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7201,tropical,3.675082074,5.24E-05,6.80E-06,7.737978132,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7202,tropical,3.186452849,4.02E-05,0.00050929,7.915447707,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7203,tropical,6.167968364,1.01E-05,0.004650838,8.452289597,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7204,tropical,3.68950592,5.08E-06,0.0002323,2.240618706,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7205,tropical,2.811683273,3.91E-06,0.000321207,2.511717867,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7206,tropical,6.185761375,1.96E-08,0.001730322,2.774306253,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7207,tropical,6.627829358,4.95E-07,0.000339456,1.088694678,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7208,tropical,2.291568545,1.33E-06,0.001968062,7.337886432,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7209,tropical,3.56367604,5.90E-05,1.69E-05,4.727508851,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7210,tropical,8.17935276,7.06E-06,0.000241643,3.77720049,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7211,tropical,10.61409936,7.91E-06,4.36E-07,2.725085007,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7212,tropical,2.001408466,7.59E-07,0.000479576,3.037111414,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7213,tropical,8.632226895,3.03E-08,2.17E-07,3.218708817,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7214,tropical,10.47966355,1.36E-05,2.54E-06,3.534315046,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7215,tropical,9.186346884,5.66E-07,1.14E-05,2.700976894,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7216,tropical,4.082923307,5.32E-07,0.005213447,10.21676764,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7217,tropical,7.495794605,1.29E-08,0.007703936,4.453134585,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7218,tropical,10.53355451,3.86E-08,1.56E-07,1.851092092,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7219,tropical,10.5373265,4.90E-07,8.68E-05,4.778178052,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7220,tropical,4.399792034,1.17E-05,1.41E-07,6.433435196,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7221,tropical,3.624741101,1.04E-08,6.71E-05,8.870109261,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7222,tropical,2.654539332,2.60E-06,3.10E-07,4.203135277,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7223,tropical,4.221680566,4.19E-05,0.000141727,9.380385183,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7224,tropical,6.101252066,6.71E-06,0.001237397,10.98470485,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7225,tropical,10.23968471,1.12E-07,5.63E-06,3.134429924,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7226,tropical,6.109596984,2.54E-05,4.68E-07,5.372964913,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7227,tropical,3.576212608,2.16E-07,2.54E-07,4.787299963,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7228,tropical,1.46460887,2.06E-06,5.65E-06,10.65576709,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7229,tropical,5.178562583,5.38E-07,0.009579855,7.411165022,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7230,tropical,9.540015023,1.61E-08,4.62E-05,9.061353338,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7231,tropical,4.472306777,8.30E-06,4.78E-06,10.19062189,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7232,tropical,2.314423205,1.56E-06,3.73E-06,1.58622448,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7233,tropical,4.744868645,1.01E-05,8.19E-06,5.776428556,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7234,tropical,7.314202284,1.60E-08,1.24E-07,7.968827883,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7235,tropical,4.900789337,7.24E-06,1.52E-07,1.446715094,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7236,tropical,7.896278488,1.55E-07,0.002469258,8.568543169,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7237,tropical,7.894134125,1.36E-07,1.02E-05,6.916737248,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7238,tropical,6.549006232,2.09E-05,2.22E-05,6.10140463,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7239,tropical,5.296244078,2.22E-08,1.03E-05,5.526017664,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7240,tropical,5.527200628,1.48E-08,0.00032393,1.254819661,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7241,tropical,4.064432589,2.48E-07,9.90E-06,10.61843609,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7242,tropical,6.78353944,1.48E-06,3.23E-05,10.8762744,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7243,tropical,10.10370304,2.74E-06,1.53E-07,7.343595581,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7244,tropical,2.426040821,1.22E-07,3.09E-06,5.255413469,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7245,tropical,5.150476253,6.62E-08,0.006519434,3.666259052,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7246,tropical,3.109257507,3.36E-07,0.004736794,1.80569488,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7247,tropical,5.287503709,7.77E-07,0.006389927,4.301415634,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7248,tropical,2.326899752,2.20E-05,0.000918284,9.940501029,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7249,tropical,5.600964459,3.06E-08,0.000594136,4.066751985,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7250,tropical,10.42957059,5.05E-06,2.14E-07,5.024238412,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7251,tropical,8.619738616,9.70E-07,4.76E-07,6.737913975,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7252,tropical,10.32909829,4.06E-05,4.15E-07,6.969883844,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7253,tropical,5.706784976,1.60E-06,0.00064971,6.700171376,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7254,tropical,7.035880677,3.27E-08,0.003291005,3.18071288,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7255,tropical,5.849896806,5.86E-07,1.03E-05,9.201267445,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7256,tropical,2.088063165,5.88E-08,8.18E-07,1.366557809,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7257,tropical,3.47726833,5.49E-07,7.46E-06,7.255828149,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7258,tropical,5.985145307,7.95E-08,3.40E-05,5.334789382,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7259,tropical,4.728667081,6.99E-05,0.00369414,4.569261385,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7260,tropical,10.3469137,6.22E-07,2.42E-07,8.736676401,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7261,tropical,6.239860779,1.28E-05,3.54E-07,2.734520479,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7262,tropical,4.171446717,4.29E-08,0.000590658,5.932089732,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7263,tropical,3.779660295,2.93E-05,3.33E-06,8.371889085,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7264,tropical,8.875405077,6.68E-08,0.000415957,6.110010228,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7265,tropical,8.024625125,5.15E-08,1.45E-06,5.75086916,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7266,tropical,2.650276387,4.57E-08,9.27E-06,6.878999406,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7267,tropical,1.644575388,1.82E-06,3.46E-05,6.725373793,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7268,tropical,8.547056216,8.10E-06,0.005007078,7.549177407,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7269,tropical,7.20410033,3.19E-05,1.95E-07,9.651255558,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7270,tropical,2.695767667,6.82E-06,3.34E-06,4.968463759,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7271,tropical,1.622140523,8.13E-07,1.60E-06,10.60116156,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7272,tropical,2.090292686,1.91E-05,8.43E-06,4.808772552,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7273,tropical,4.817163517,1.17E-08,0.000653005,2.7008828,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7274,tropical,2.693109146,9.65E-05,0.002104917,3.316048786,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7275,tropical,3.986525421,3.46E-06,0.000248631,10.49920209,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7276,tropical,2.92209535,5.17E-07,0.000241999,1.835081576,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7277,tropical,3.571700213,1.30E-08,6.69E-07,2.930440159,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7278,tropical,2.812318228,1.03E-05,0.001033563,1.746952952,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7279,tropical,5.773137097,6.83E-08,0.000363051,7.05016008,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7280,tropical,8.707370429,9.95E-05,0.004400636,3.158428964,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7281,tropical,1.277871224,4.26E-05,1.09E-07,6.879872607,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7282,tropical,6.27310777,7.08E-06,9.59E-05,3.288976032,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7283,tropical,9.803190689,8.39E-06,6.82E-06,4.909251792,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7284,tropical,4.73063372,7.76E-07,0.000512667,4.479059134,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7285,tropical,1.479591317,2.82E-05,0.000646304,10.18379402,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7286,tropical,2.386282467,4.59E-08,2.01E-06,2.120391237,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7287,tropical,4.214921204,3.03E-06,1.88E-06,3.549761436,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7288,tropical,2.548316113,1.48E-07,0.000247859,2.866240699,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7289,tropical,2.322281722,6.68E-07,2.68E-05,8.45543523,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7290,tropical,3.213059277,1.52E-08,7.81E-06,10.32968782,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7291,tropical,3.263807962,5.14E-08,1.90E-07,5.947118938,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7292,tropical,2.314165338,1.71E-08,0.003127012,7.449936812,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7293,tropical,10.8156346,5.99E-05,0.001020039,2.758025868,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7294,tropical,4.270137268,2.35E-07,2.54E-05,7.029946462,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7295,tropical,6.069394971,1.18E-06,1.45E-07,9.877576659,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7296,tropical,7.814425148,3.17E-06,3.63E-05,5.902094044,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7297,tropical,1.991691032,8.89E-08,7.34E-06,1.183835726,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7298,tropical,2.189025582,1.16E-06,3.11E-05,2.793907923,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7299,tropical,1.504396595,1.68E-05,9.92E-06,3.993911384,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7300,tropical,10.2925392,2.47E-07,1.27E-07,3.769640612,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7301,tropical,7.737122328,2.72E-05,4.18E-05,1.616094244,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7302,tropical,1.948578555,1.37E-08,6.34E-07,4.553213477,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7303,tropical,5.925961208,7.66E-05,1.06E-06,6.77037754,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7304,tropical,5.615518406,9.56E-06,0.007518541,6.350315585,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7305,tropical,4.752165309,1.24E-07,0.006788509,7.042728303,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7306,tropical,10.9109922,5.11E-06,0.000631468,5.861489784,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7307,tropical,2.763507137,2.46E-07,2.41E-07,2.31626568,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7308,tropical,9.134352085,6.14E-05,3.79E-05,10.64570049,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7309,tropical,1.684466371,2.26E-07,0.000100352,8.424615764,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7310,tropical,5.004497468,1.34E-08,1.53E-05,4.668393847,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7311,tropical,2.411443257,2.60E-07,1.02E-07,2.508252949,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7312,tropical,2.933098624,3.54E-07,1.51E-05,3.269396733,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7313,tropical,9.413517168,2.68E-07,3.20E-05,8.451168089,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7314,tropical,8.199139884,6.92E-05,0.000222856,1.505923778,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7315,tropical,3.672120831,3.43E-07,0.000298048,6.939932968,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7316,tropical,5.950016448,1.53E-06,0.00081762,2.532506484,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7317,tropical,1.831138978,5.03E-05,4.96E-07,8.62780725,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7318,tropical,4.538842406,4.65E-05,6.55E-07,10.95281065,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7319,tropical,10.69208805,9.35E-08,0.000627646,2.739981107,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7320,tropical,7.247141897,7.39E-06,1.65E-05,7.191308226,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7321,tropical,7.646182497,2.49E-07,0.000140716,6.37983174,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7322,tropical,4.124896565,1.65E-06,3.33E-07,9.182582622,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7323,tropical,5.056896127,9.37E-06,0.001505721,4.217469072,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7324,tropical,10.96077372,1.90E-05,4.67E-06,6.823269368,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7325,tropical,9.550823564,3.01E-05,9.94E-07,1.709323795,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7326,tropical,10.53548396,1.39E-08,0.00029698,6.706440131,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7327,tropical,9.123050923,7.59E-08,6.75E-07,6.606772506,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7328,tropical,8.821821158,2.94E-07,2.34E-07,5.341709395,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7329,tropical,3.678781289,1.67E-07,1.55E-07,10.61948785,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7330,tropical,8.621515295,8.15E-06,0.001698639,8.112716844,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7331,tropical,10.86311589,6.29E-06,7.37E-06,3.58469532,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7332,tropical,3.93605549,4.37E-05,0.002532524,10.25677538,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7333,tropical,4.99351107,2.41E-05,2.83E-07,5.208116631,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7334,tropical,9.121315239,1.30E-05,3.02E-05,9.163007456,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7335,tropical,1.771516692,4.01E-07,0.000591036,8.546650476,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7336,tropical,4.636968099,2.03E-06,0.000107017,5.121433045,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7337,tropical,5.425924672,2.02E-08,4.39E-05,6.14416832,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7338,tropical,2.567141325,3.10E-05,0.003556587,6.422847185,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7339,tropical,6.822052702,6.69E-05,0.008484857,10.74024304,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7340,tropical,10.70162179,1.05E-06,2.50E-06,1.736379549,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7341,tropical,10.89499833,4.98E-05,4.14E-07,8.695038053,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7342,tropical,2.764520365,3.45E-08,7.45E-07,9.725549092,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7343,tropical,6.421304244,9.01E-08,0.002550799,10.89865585,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7344,tropical,4.84303892,9.12E-07,4.20E-07,10.65147644,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7345,tropical,7.761640508,7.87E-07,3.12E-06,7.364213186,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7346,tropical,3.692937797,5.50E-07,6.66E-07,1.653892939,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7347,tropical,5.692509423,1.44E-08,2.31E-07,2.28414755,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7348,tropical,2.718000823,3.78E-06,1.56E-06,5.927847805,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7349,tropical,4.691894624,7.28E-06,0.000383118,7.632448602,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7350,tropical,8.254052726,2.55E-07,0.000167921,2.893787137,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7351,tropical,5.861491043,6.11E-05,2.40E-07,2.775983933,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7352,tropical,1.638024667,9.38E-06,7.30E-07,2.155603256,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7353,tropical,8.8454623,1.60E-08,5.35E-07,2.569524002,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7354,tropical,5.183216358,8.35E-05,9.11E-06,9.574108495,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7355,tropical,10.81018085,7.44E-08,1.44E-06,5.248605317,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7356,tropical,3.828839559,1.40E-08,6.41E-05,9.783416711,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
hs,7357,tropical,9.478821495,1.10E-07,8.27E-05,9.248265639,on,off,10000,11,30000,5000,1,0,0,0,on,10,0.1
